Date,Time,HH:MM:SS,.SS,App Version,Build Hash,Parametric Version,UI Version,UI Bootloader Version ,Machine State,Cycle Selected,Cycle Engine State,Drum Motor,HTR 1 / Inner / Top,HTR 2 / Outer / Bot,Steam Valve,Inlet Thermistor,Outlet Thermistor,Raw Moisture,Filtered Moisture,Erd_TargetMoistureVoltageErd_TargetMoistureVoltage,TargetMoistureVoltageReached,MaxFilteredMoistureVoltageDuringASensingCycl,TTRTVoltage Seconds,Temp Multi EcoDry,Temp Multi Extra Dry,Temp Multi Low,Temp Multi Medium,Temp Multi High,NormalHeatControlMethodStatus,FallbackHeatControlMethodStatus,HeatControlRequest,TrimmerInhibitRelay1,TrimmerInhibitRelay2,TrimmerBothCoilInhibitRequest,OverTempHeaterInhibitRequest,EcoDryInhibitRelay1,Door Switch,Filtered Moisture,Drum Motor,HTR 1 / Inner / Top,HTR 2 / Outer / Bot,Steam Valve,Personality,Time Level,Erd_TimeLevelOptionRequest,Remaing Cycle Time,Min Sensing Eapse Time In Sec,Time Multi Sec X 100,Time Adder Sec
10/13/2021,16:00:28:.126,04:00:28 p. m.,.126,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:28:.294,04:00:28 p. m.,.294,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:28:.469,04:00:28 p. m.,.469,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:28:.625,04:00:28 p. m.,.625,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:28:.796,04:00:28 p. m.,.796,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:28:.968,04:00:28 p. m.,.968,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:29:.143,04:00:29 p. m.,.143,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:29:.312,04:00:29 p. m.,.312,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:29:.483,04:00:29 p. m.,.483,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:29:.627,04:00:29 p. m.,.627,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:29:.806,04:00:29 p. m.,.806,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:30:.002,04:00:30 p. m.,.002,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:30:.177,04:00:30 p. m.,.177,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,190,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:30:.341,04:00:30 p. m.,.341,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,190,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:30:.527,04:00:30 p. m.,.527,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,190,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:30:.717,04:00:30 p. m.,.717,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,190,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:30:.904,04:00:30 p. m.,.904,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,190,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:31:.049,04:00:31 p. m.,.049,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:31:.217,04:00:31 p. m.,.217,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:31:.404,04:00:31 p. m.,.404,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:31:.602,04:00:31 p. m.,.602,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:31:.773,04:00:31 p. m.,.773,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:31:.934,04:00:31 p. m.,.934,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:32:.110,04:00:32 p. m.,.110,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,166,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:32:.292,04:00:32 p. m.,.292,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,166,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:32:.452,04:00:32 p. m.,.452,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,166,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:32:.644,04:00:32 p. m.,.644,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,166,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:32:.811,04:00:32 p. m.,.811,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,166,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:32:.992,04:00:32 p. m.,.992,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,166,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:33:.151,04:00:33 p. m.,.151,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,159,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:33:.342,04:00:33 p. m.,.342,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,159,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:33:.523,04:00:33 p. m.,.523,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,159,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:33:.701,04:00:33 p. m.,.701,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,159,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:33:.874,04:00:33 p. m.,.874,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,159,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:34:.056,04:00:34 p. m.,.056,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:34:.234,04:00:34 p. m.,.234,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:34:.405,04:00:34 p. m.,.405,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:34:.589,04:00:34 p. m.,.589,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:34:.766,04:00:34 p. m.,.766,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:34:.950,04:00:34 p. m.,.950,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,191,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:35:.134,04:00:35 p. m.,.134,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:35:.296,04:00:35 p. m.,.296,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:36:.460,04:00:36 p. m.,.460,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,161,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:36:.638,04:00:36 p. m.,.638,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,167,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:36:.807,04:00:36 p. m.,.807,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,167,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:36:.986,04:00:36 p. m.,.986,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,167,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:37:.150,04:00:37 p. m.,.150,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,183,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:37:.317,04:00:37 p. m.,.317,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,183,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:37:.485,04:00:37 p. m.,.485,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,183,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:37:.649,04:00:37 p. m.,.649,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,183,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:37:.853,04:00:37 p. m.,.853,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,183,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:38:.022,04:00:38 p. m.,.022,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,183,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:38:.180,04:00:38 p. m.,.180,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,168,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
10/13/2021,16:00:38:.838,04:00:38 p. m.,.838,Crit 0.0 Non Crit 0.0,21CE188EDA,Crit 0.0 Non Crit 0.0,Crit 1.0 Non Crit 4.1,00 00 00 00,STANDBY,OFF,Cycle 0 Unknown,OFF,OFF,OFF,OFF,0,0,168,0,0,False,0,0,0,0,0,0,0,False,False,OFF,False,False,False,False,False,Closed,0,OFF,OFF,OFF,OFF,1,TimeLevelOption_Disabled,FF,0,0,0,0
